"Isolate_Id","Subtype","Submitting_Lab","Originating_Lab"
"EPI_ISL_391740","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_389494","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_391730","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_378136","B/Victoria","Norwegian Institute of Public Health","Oslo University Hospital, Ulleval Hospital, Dept. of Microbiology"
"EPI_ISL_389105","B/Victoria","National Institute of Infectious Diseases (NIID)","Aichi Prefectural Institute of Public Health"
"EPI_ISL_381564","B/Victoria",NA,NA
"EPI_ISL_363549","B/Victoria","Public Health Agency of Canada (PHAC)","Queen Elizabeth II Health Sciences Centre"
"EPI_ISL_365691","B/Victoria","Centers for Disease Control and Prevention","Texas Department of State Health Services-Laboratory Services"
"EPI_ISL_363381","B/Victoria","Public Health Agency of Canada (PHAC)","Laboratoire de Santé Publique du Québec"
"EPI_ISL_367727","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","Canberra Hospital"
"EPI_ISL_367091","B/Victoria","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_367344","B/Victoria","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_367084","B/Victoria","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_391741","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_391330","B/Victoria","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"EPI_ISL_391329","B/Victoria","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"EPI_ISL_389981","B/Victoria","Centers for Disease Control and Prevention","icddr,b International Centre for Diarrhoeal Disease Research, Bangladesh"
"EPI_ISL_391328","B/Victoria","Centers for Disease Control and Prevention","National Institute of Virology"
"EPI_ISL_389985","B/Victoria","Centers for Disease Control and Prevention","icddr,b International Centre for Diarrhoeal Disease Research, Bangladesh"
"EPI_ISL_393817","B/Victoria","Centers for Disease Control and Prevention","CDC-Kenya"
"EPI_ISL_389973","B/Victoria","Centers for Disease Control and Prevention","INRB Service de Virologie"
"EPI_ISL_381713","B/Victoria","National Institute of Infectious Diseases (NIID)","Niigata City Institute of Public Health and Environment"
"EPI_ISL_389098","B/Victoria","National Institute of Infectious Diseases (NIID)","Shimane Prefectural Institute of Public Health and Environmental Science"
"EPI_ISL_363651","B/Victoria","Public Health Agency of Canada (PHAC)","Ontario Agency for Health Protection and Promotion (OAHPP)"
"EPI_ISL_377393","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","Victorian Infectious Diseases Reference Laboratory"
"EPI_ISL_402006","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","John Hunter Hospital"
"EPI_ISL_367342","B/Victoria","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_389940","B/Victoria","Centers for Disease Control and Prevention","WHO National Influenza Centre, National Institute of Medical Research (NIMR)"
"EPI_ISL_389979","B/Victoria","Centers for Disease Control and Prevention","icddr,b International Centre for Diarrhoeal Disease Research, Bangladesh"
"EPI_ISL_389977","B/Victoria","Centers for Disease Control and Prevention","icddr,b International Centre for Diarrhoeal Disease Research, Bangladesh"
"EPI_ISL_377601","B/Victoria","Centers for Disease Control and Prevention","Ministry of Health Bahrain"
"EPI_ISL_393818","B/Victoria","Centers for Disease Control and Prevention","CDC-Kenya"
"EPI_ISL_381706","B/Victoria","National Institute of Infectious Diseases (NIID)","Fukushima Prefectural Institute of Public Health"
"EPI_ISL_389107","B/Victoria","National Institute of Infectious Diseases (NIID)","Aichi Prefectural Institute of Public Health"
"EPI_ISL_365162","B/Victoria","Public Health Agency of Canada (PHAC)","Roy Romanow Provincial Laboratory"
"EPI_ISL_365151","B/Victoria","Public Health Agency of Canada (PHAC)","Ontario Agency for Health Protection and Promotion (OAHPP)"
"EPI_ISL_367731","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","Canberra Hospital"
"EPI_ISL_389539","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","Canberra Hospital"
"EPI_ISL_381929","B/Victoria","Hong Kong Department of Health","Hong Kong Department of Health"
"EPI_ISL_398650","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_391733","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_395030","B/Victoria","Centers for Disease Control and Prevention","Instituto Nacional de Laboratoriosde Salud (INLASA)"
"EPI_ISL_389983","B/Victoria","Centers for Disease Control and Prevention","icddr,b International Centre for Diarrhoeal Disease Research, Bangladesh"
"EPI_ISL_389357","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_393890","B/Victoria","Crick Worldwide Influenza Centre","Central Public Health Laboratory, Ministry of Health"
"EPI_ISL_389967","B/Victoria","Centers for Disease Control and Prevention","INRB Service de Virologie"
"EPI_ISL_370363","B/Victoria","National Institute of Infectious Diseases (NIID)","National Institute of Infectious Diseases (NIID)"
"EPI_ISL_364669","B/Victoria","Public Health Agency of Canada (PHAC)","Ontario Agency for Health Protection and Promotion (OAHPP)"
"EPI_ISL_377394","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","Canterbury Health Services"
"EPI_ISL_390740","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","Clinical Virology Unit, CDIM"
"EPI_ISL_377032","B/Victoria","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_390443","B/Victoria","National Institute of Infectious Diseases (NIID)","Center for Disease Control"
"EPI_ISL_398640","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_391744","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_389984","B/Victoria","Centers for Disease Control and Prevention","icddr,b International Centre for Diarrhoeal Disease Research, Bangladesh"
"EPI_ISL_389975","B/Victoria","Centers for Disease Control and Prevention","icddr,b International Centre for Diarrhoeal Disease Research, Bangladesh"
"EPI_ISL_393892","B/Victoria","Crick Worldwide Influenza Centre","Central Public Health Laboratory, Ministry of Health"
"EPI_ISL_393891","B/Victoria","Crick Worldwide Influenza Centre","Central Public Health Laboratory, Ministry of Health"
"EPI_ISL_393819","B/Victoria","Centers for Disease Control and Prevention","CDC-Kenya"
"EPI_ISL_370366","B/Victoria","National Institute of Infectious Diseases (NIID)","National Institute of Infectious Diseases (NIID)"
"EPI_ISL_367565","B/Victoria","Public Health Agency of Canada (PHAC)","Roy Romanow Provincial Laboratory"
"EPI_ISL_389551","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","Royal Chidrens Hospital"
"EPI_ISL_547569","B/Victoria","National Institute for Biological Standards and Control (NIBSC)","New York Medical College"
"EPI_ISL_377226","B/Victoria","Crick Worldwide Influenza Centre","Government Virus Unit"
"EPI_ISL_398653","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_398655","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_393815","B/Victoria","Centers for Disease Control and Prevention","Central Laboratory, Bureau of Public Health"
"EPI_ISL_491483","B/Victoria","Centers for Disease Control and Prevention","icddr,b International Centre for Diarrhoeal Disease Research, Bangladesh"
"EPI_ISL_391333","B/Victoria","Centers for Disease Control and Prevention","icddr,b International Centre for Diarrhoeal Disease Research, Bangladesh"
"EPI_ISL_393808","B/Victoria","Centers for Disease Control and Prevention","Institute National D'Hygiene"
"EPI_ISL_389095","B/Victoria","National Institute of Infectious Diseases (NIID)","National Institute of Infectious Diseases (NIID)"
"EPI_ISL_379142","B/Victoria","Public Health Agency of Canada (PHAC)","Cadham Provincial Laboratory"
"EPI_ISL_390743","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","Clinical Virology Unit, CDIM"
"EPI_ISL_404113","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","Queensland Health Forensic and Scientific Services"
"EPI_ISL_381933","B/Victoria","Hong Kong Department of Health","Hong Kong Department of Health"
"EPI_ISL_381940","B/Victoria","Hong Kong Department of Health","Hong Kong Department of Health"
"EPI_ISL_404097","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","Institut Penyelidikan Perubatan"
"EPI_ISL_398654","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_398470","B/Victoria","Centers for Disease Control and Prevention","Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)"
"EPI_ISL_393897","B/Victoria","Crick Worldwide Influenza Centre","Central Public Health Laboratory, Ministry of Health"
"EPI_ISL_393820","B/Victoria","Centers for Disease Control and Prevention","CDC-Kenya"
"EPI_ISL_399790","B/Victoria","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_393561","B/Victoria",NA,NA
"EPI_ISL_389547","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","Victorian Infectious Diseases Reference Laboratory"
"EPI_ISL_377025","B/Victoria","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_394120","B/Victoria","Hong Kong Department of Health","Hong Kong Department of Health"
"EPI_ISL_398657","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_398649","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"MN945459","B/Victoria","National Institute of Virology, Pune, Human Influenza",NA
"EPI_ISL_393896","B/Victoria","Crick Worldwide Influenza Centre","Central Public Health Laboratory, Ministry of Health"
"EPI_ISL_393898","B/Victoria","Crick Worldwide Influenza Centre","Central Public Health Laboratory, Ministry of Health"
"EPI_ISL_393807","B/Victoria","Centers for Disease Control and Prevention","Institute National D'Hygiene"
"EPI_ISL_390910","B/Victoria","Institut Pasteur","Institut Pasteur"
"EPI_ISL_377604","B/Victoria","Centers for Disease Control and Prevention","State of Hawaii Department of Health"
"EPI_ISL_389492","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","Queensland Health Forensic and Scientific Services"
"EPI_ISL_377022","B/Victoria","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_390642","B/Victoria","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_398635","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_395301","B/Victoria","Centers for Disease Control and Prevention","Instituto Nacional de Laboratoriosde Salud (INLASA)"
"EPI_ISL_400178","B/Victoria","Centers for Disease Control and Prevention","Royal Centre for Disease Control"
"EPI_ISL_416053","B/Victoria","Crick Worldwide Influenza Centre","Centre Pasteur du Cameroun"
"EPI_ISL_391068","B/Victoria","Public Health Agency of Sweden","Klinisk mikrobiologi, Karolinska Universitetslaboratoriet, Karolinska Universitetssjukhuset Solna"
"EPI_ISL_386893","B/Victoria","Centers for Disease Control and Prevention","Florida Department of Health-Tampa"
"EPI_ISL_389020","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","Victorian Infectious Diseases Reference Laboratory"
"EPI_ISL_402005","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","Clinical Virology Unit, CDIM"
"EPI_ISL_485510","B/Victoria","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_389950","B/Victoria","Centers for Disease Control and Prevention","Government Virus Unit"
"MT803412","B/Victoria","Chulalongkorn University, Department of Pediatrics, Center of Excellence in Clinical Virology",NA
"EPI_ISL_398638","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_415867","B/Victoria","Centers for Disease Control and Prevention","National Public Health Laboratory"
"EPI_ISL_393900","B/Victoria","Crick Worldwide Influenza Centre","Central Public Health Laboratory, Ministry of Health"
"EPI_ISL_399794","B/Victoria","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_394180","B/Victoria","National Institute of Infectious Diseases (NIID)","Kawasaki City Institute of Public Health"
"EPI_ISL_389958","B/Victoria","Centers for Disease Control and Prevention","Alaska State Virology Lab"
"EPI_ISL_406843","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Environmental Science and Research (ESR)"
"EPI_ISL_402314","B/Victoria","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_402342","B/Victoria","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_398647","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_1296468","B/Victoria","Centers for Disease Control and Prevention","Pasteur Institute, Influenza Laboratory"
"MN945458","B/Victoria","National Institute of Virology, Pune, Human Influenza",NA
"EPI_ISL_395018","B/Victoria","Centers for Disease Control and Prevention","Institute National D'Hygiene"
"EPI_ISL_389165","B/Victoria","Norwegian Institute of Public Health","Unilabs Telelab, Laboratory for Medical Microbiology"
"EPI_ISL_394189","B/Victoria","National Institute of Infectious Diseases (NIID)","Kobe Institute of Health"
"EPI_ISL_390937","B/Victoria","Public Health Agency of Canada (PHAC)","Provincial Laboratory of Public Health for Southern Alberta"
"EPI_ISL_390749","B/Victoria","WHO Collaborating Centre for Reference and Research on Influenza","Queensland Health Forensic and Scientific Services"
